Språk,Wikipedia-sida,Extern länk,Wikipedia-länk,Domän
no,Norges Kirkebygninger i Middelalderen,https://kringla.nu/kringla/objekt?referens=raa/bbr/21400000460697,https://no.wikipedia.org/wiki/Norges_Kirkebygninger_i_Middelalderen,kringla.nu
no,Norges Kirkebygninger i Middelalderen,https://kringla.nu/kringla/objekt?referens=raa/bbr/21300000003547,https://no.wikipedia.org/wiki/Norges_Kirkebygninger_i_Middelalderen,kringla.nu
no,Norges Kirkebygninger i Middelalderen,https://kringla.nu/kringla/objekt?referens=raa/bbr/21300000003553,https://no.wikipedia.org/wiki/Norges_Kirkebygninger_i_Middelalderen,kringla.nu
no,Norges Kirkebygninger i Middelalderen,https://kringla.nu/kringla/objekt?referens=raa/bbr/21400000441265,https://no.wikipedia.org/wiki/Norges_Kirkebygninger_i_Middelalderen,kringla.nu
no,Norges Kirkebygninger i Middelalderen,https://kringla.nu/kringla/objekt?referens=raa/bbr/21300000004481,https://no.wikipedia.org/wiki/Norges_Kirkebygninger_i_Middelalderen,kringla.nu
no,Norges Kirkebygninger i Middelalderen,https://kringla.nu/kringla/objekt?referens=raa/bbr/21400000441342,https://no.wikipedia.org/wiki/Norges_Kirkebygninger_i_Middelalderen,kringla.nu
no,Norges Kirkebygninger i Middelalderen,https://kringla.nu/kringla/objekt?referens=raa/bbr/21400000441267,https://no.wikipedia.org/wiki/Norges_Kirkebygninger_i_Middelalderen,kringla.nu
no,Norges Kirkebygninger i Middelalderen,https://kringla.nu/kringla/objekt?referens=raa/bbr/21400000441264,https://no.wikipedia.org/wiki/Norges_Kirkebygninger_i_Middelalderen,kringla.nu
no,Norges Kirkebygninger i Middelalderen,https://kringla.nu/kringla/objekt?referens=raa/bbr/21400000441252,https://no.wikipedia.org/wiki/Norges_Kirkebygninger_i_Middelalderen,kringla.nu
no,Norges Kirkebygninger i Middelalderen,https://kringla.nu/kringla/objekt?referens=raa/bbr/21300000004493,https://no.wikipedia.org/wiki/Norges_Kirkebygninger_i_Middelalderen,kringla.nu
no,Norges Kirkebygninger i Middelalderen,https://kringla.nu/kringla/objekt?referens=raa/bbr/21300000003741,https://no.wikipedia.org/wiki/Norges_Kirkebygninger_i_Middelalderen,kringla.nu
no,Norges Kirkebygninger i Middelalderen,https://kringla.nu/kringla/objekt?referens=raa/bbrb/21420000044609,https://no.wikipedia.org/wiki/Norges_Kirkebygninger_i_Middelalderen,kringla.nu
no,Norges Kirkebygninger i Middelalderen,https://kringla.nu/kringla/objekt?referens=raa/bbr/21300000003738,https://no.wikipedia.org/wiki/Norges_Kirkebygninger_i_Middelalderen,kringla.nu
no,Norges Kirkebygninger i Middelalderen,https://kringla.nu/kringla/objekt?referens=raa/bbr/21300000003684,https://no.wikipedia.org/wiki/Norges_Kirkebygninger_i_Middelalderen,kringla.nu
no,Norges Kirkebygninger i Middelalderen,https://kringla.nu/kringla/,https://no.wikipedia.org/wiki/Norges_Kirkebygninger_i_Middelalderen,kringla.nu
pl,Kalesony,http://www.kringla.nu/kringla/objekt?referens=LSH/objects/57745,https://pl.wikipedia.org/wiki/Kalesony,www.kringla.nu
simple,Hjo Church,http://www.kringla.nu/kringla/objekt;jsessionid=034BD5F3D8C1AC8382F315B7126B4238?referens=raa/bbr/21400000549621,https://simple.wikipedia.org/wiki/Hjo_Church,www.kringla.nu
sq,Gamla bankhuset,http://www.kringla.nu/kringla/objekt;jsessionid=9DA2CF186646A09807E1405BB8F63937?referens=raa/bbr/21400000585951&flik=1,https://sq.wikipedia.org/wiki/Gamla_bankhuset,www.kringla.nu
sv,Södra Hestra kyrka,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000006624,https://sv.wikipedia.org/wiki/Södra_Hestra_kyrka,www.kringla.nu
sv,Karolinerhuset,http://www.kringla.nu/kringla/objekt;jsessionid=5B344473D54FA0BB8839CB295BD1BFB1?referens=raa/bbr/21300000013788&flik=0,https://sv.wikipedia.org/wiki/Karolinerhuset,www.kringla.nu
sv,Kengis bruk,http://www.kringla.nu/kringla/objekt?referens=raa/kmb/16000300023837,https://sv.wikipedia.org/wiki/Kengis_bruk,www.kringla.nu
sv,Diskussion:Chalmerska huset,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000008037,https://sv.wikipedia.org/wiki/Diskussion:Chalmerska_huset,www.kringla.nu
sv,Vinsastenen,http://www.kringla.nu/kringla/objekt?referens=raa/fmi/10018800900001,https://sv.wikipedia.org/wiki/Vinsastenen,www.kringla.nu
sv,Drevs gamla kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Drevs+gamla+kyrka&referens=raa/kmb/16000200080448,https://sv.wikipedia.org/wiki/Drevs_gamla_kyrka,www.kringla.nu
sv,Bruddesta fiskeläge,http://www.kringla.nu/kringla/objekt;jsessionid=29022E2F6565FB684776393B492DD4DE?referens=raa/bbr/21300000012274,https://sv.wikipedia.org/wiki/Bruddesta_fiskeläge,www.kringla.nu
sv,Stjärnboské,http://www.kringla.nu/kringla/objekt;jsessionid=0E27C1C12A55BCFC97449B0C765E2B46?referens=raa/bbr/21300000013510,https://sv.wikipedia.org/wiki/Stjärnboské,www.kringla.nu
sv,Åsbo gravkapell,http://www.kringla.nu/kringla/objekt?text=%C3%85sbo+%C3%96sterg%C3%B6tland&antal=48&sida=6&referens=raa/bbr/21400000448876,https://sv.wikipedia.org/wiki/Åsbo_gravkapell,www.kringla.nu
sv,"Domkapitelhuset, Uppsala",http://www.kringla.nu/kringla/objekt?text=Domkapitelhuset&referens=raa/bbr/21300000013391,"https://sv.wikipedia.org/wiki/Domkapitelhuset,_Uppsala",www.kringla.nu
sv,Möjbrostenen,http://www.kringla.nu/kringla/objekt?referens=shm/object/586464,https://sv.wikipedia.org/wiki/Möjbrostenen,www.kringla.nu
sv,Mörlunda kyrka,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000442768,https://sv.wikipedia.org/wiki/Mörlunda_kyrka,www.kringla.nu
sv,Edefors laxfiske,http://www.kringla.nu/kringla/objekt;jsessionid=FE25122C9D11836A62D30B290A9BDC9F?referens=raa/bbr/21300000014950&flik=0,https://sv.wikipedia.org/wiki/Edefors_laxfiske,www.kringla.nu
sv,Nya Svärdet (1625),http://www.kringla.nu/kringla/objekt?referens=raa/fmi/18000000050993,https://sv.wikipedia.org/wiki/Nya_Svärdet_(1625),www.kringla.nu
sv,Kristvalla kyrka,http://www.kringla.nu/kringla/sok?text=Kristvalla++kyrka&referens=raa/kmb/16000200083264&flik=0,https://sv.wikipedia.org/wiki/Kristvalla_kyrka,www.kringla.nu
sv,Læstadiuspörtet (Pajala),http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21000001705921,https://sv.wikipedia.org/wiki/Læstadiuspörtet_(Pajala),www.kringla.nu
sv,Slättåkra kyrka,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000428406,https://sv.wikipedia.org/wiki/Slättåkra_kyrka,www.kringla.nu
sv,Användardiskussion:Bernt Fransson,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000002897&flik=0,https://sv.wikipedia.org/wiki/Användardiskussion:Bernt_Fransson,www.kringla.nu
sv,Flistads brunn,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000008099,https://sv.wikipedia.org/wiki/Flistads_brunn,www.kringla.nu
sv,Trogareds kapell,http://www.kringla.nu/kringla/objekt;jsessionid=7EDAA2B43AA47D77B22DCD4F719D8AD1?referens=raa/bbr/21400000443874&flik=1#map,https://sv.wikipedia.org/wiki/Trogareds_kapell,www.kringla.nu
sv,Tanumshede,http://www.kringla.nu/kringla/objekt;jsessionid=0CEBCAF623BEB74324BF9A6E1D44542F?referens=raa/bbr/21200000003517,https://sv.wikipedia.org/wiki/Tanumshede,www.kringla.nu
sv,Användardiskussion:LA2,http://www.kringla.nu/kringla/sok?text=V%C3%A4stra+skrukeby+kyrka&sokFlik=1,https://sv.wikipedia.org/wiki/Användardiskussion:LA2,www.kringla.nu
sv,Gribshunden,http://www.kringla.nu/kringla/objekt?referens=raa/fmi/18000000067992,https://sv.wikipedia.org/wiki/Gribshunden,www.kringla.nu
sv,K-samsök,http://www.kringla.nu/,https://sv.wikipedia.org/wiki/K-samsök,www.kringla.nu
sv,Olof Collander,http://www.kringla.nu/kringla/objekt;jsessionid=84F02DEE43789BFBA22D78904B32196D?referens=raa/bbr/21300000002431&flik=1,https://sv.wikipedia.org/wiki/Olof_Collander,www.kringla.nu
sv,Vridande moment,http://www.kringla.nu/kringla/objekt;jsessionid=C4D7249AB2DE5ED4E497FE2A6795A677?referens=raa/bbr/21200000000156&flik=2,https://sv.wikipedia.org/wiki/Vridande_moment,www.kringla.nu
sv,Nasafjälls silververk,http://www.kringla.nu/kringla/objekt?referens=raa/fmi/10016003620001,https://sv.wikipedia.org/wiki/Nasafjälls_silververk,www.kringla.nu
sv,"Mariakapellet, Vännäs",http://www.kringla.nu/kringla/objekt?referens=raa/bbrb/21420000014637,"https://sv.wikipedia.org/wiki/Mariakapellet,_Vännäs",www.kringla.nu
sv,Vallåskyrkan,http://www.kringla.nu/kringla/objekt;jsessionid=1219CD40EBAFFBE74BA3E25A090A4C4B?referens=raa/bbr/21300000011018,https://sv.wikipedia.org/wiki/Vallåskyrkan,www.kringla.nu
sv,Rönnebo pensionat,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000696581,https://sv.wikipedia.org/wiki/Rönnebo_pensionat,www.kringla.nu
sv,Uppsalasamlingen,http://www.kringla.nu/kringla/objekt;jsessionid=18E55EE32C3A56C5F83D45D7723BAFDB?teknisk=j&referens=SMVK-EM/samling/1006754&flik=1,https://sv.wikipedia.org/wiki/Uppsalasamlingen,www.kringla.nu
sv,Nasafjälls silververk,http://www.kringla.nu/kringla/objekt?referens=raa/fmi/10016003680001,https://sv.wikipedia.org/wiki/Nasafjälls_silververk,www.kringla.nu
sv,Mjölkeröd,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000013426,https://sv.wikipedia.org/wiki/Mjölkeröd,www.kringla.nu
sv,Wikipedia:Bybrunnen/Arkiv/2011/Juni,http://www.kringla.nu/kringla/,https://sv.wikipedia.org/wiki/Wikipedia:Bybrunnen/Arkiv/2011/Juni,www.kringla.nu
sv,Söndrums kyrka,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000180119,https://sv.wikipedia.org/wiki/Söndrums_kyrka,www.kringla.nu
sv,Vila kapell,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000021370&flik=1,https://sv.wikipedia.org/wiki/Vila_kapell,www.kringla.nu
sv,"Ljungby kyrka, Halland",http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000448110,"https://sv.wikipedia.org/wiki/Ljungby_kyrka,_Halland",www.kringla.nu
sv,Marieborgs herrgård,http://www.kringla.nu/kringla/objekt;jsessionid=488B16EFCD54BF3AD0287C5785E3015D?referens=raa/bbr/21300000015002,https://sv.wikipedia.org/wiki/Marieborgs_herrgård,www.kringla.nu
sv,Stengårdshults kyrka,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000442822,https://sv.wikipedia.org/wiki/Stengårdshults_kyrka,www.kringla.nu
sv,Uråsa kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Ur%C3%A5sa++kyrka&referens=raa/kmb/16000200080448,https://sv.wikipedia.org/wiki/Uråsa_kyrka,www.kringla.nu
sv,Vankiva kyrka,http://www.kringla.nu/kringla/objekt?referens=shm/art/900517S2,https://sv.wikipedia.org/wiki/Vankiva_kyrka,www.kringla.nu
sv,Användardiskussion:Lavallen/Arkiv 2013,http://www.kringla.nu/kringla/objekt?text=mal%C3%B6ren&referens=raa/kmb/16000300022529,https://sv.wikipedia.org/wiki/Användardiskussion:Lavallen/Arkiv_2013,www.kringla.nu
sv,Användardiskussion:83.189.128.58,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000002897&flik=0,https://sv.wikipedia.org/wiki/Användardiskussion:83.189.128.58,www.kringla.nu
sv,Västra Torsås kyrka,http://www.kringla.nu/kringla/sok?referens=raa/kmb/16000200091964&text=V%C3%A4stra+Tors%C3%A5s+kyrka,https://sv.wikipedia.org/wiki/Västra_Torsås_kyrka,www.kringla.nu
sv,Vida regementsskrivarställe,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000012899&flik=0,https://sv.wikipedia.org/wiki/Vida_regementsskrivarställe,www.kringla.nu
sv,Växjö domkyrka,http://www.kringla.nu/kringla/sok?text=V%C3%A4xj%C3%B6+Domkyrka&referens=raa/kmb/16000200091351&sida=1,https://sv.wikipedia.org/wiki/Växjö_domkyrka,www.kringla.nu
sv,Skede kyrka,http://www.kringla.nu/kringla/sok?text=Skede+kyrka&referens=raa/kmb/16000200080448&sida=1,https://sv.wikipedia.org/wiki/Skede_kyrka,www.kringla.nu
sv,Norra Hestra kyrka,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000442815,https://sv.wikipedia.org/wiki/Norra_Hestra_kyrka,www.kringla.nu
sv,Åseda kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=%C3%85seda++kyrka&referens=raa/kmb/16000200080448,https://sv.wikipedia.org/wiki/Åseda_kyrka,www.kringla.nu
sv,Karaby kyrka,http://www.kringla.nu/kringla/objekt;jsessionid=1E303C9F38627BBFCBE1A806EA19824A?referens=raa/bbr/21400000443419&flik=1,https://sv.wikipedia.org/wiki/Karaby_kyrka,www.kringla.nu
sv,Tingshuset i Nyköping,http://www.kringla.nu/kringla/objekt;jsessionid=84F2DD42A09406EE5577AE1BA7F6C545?referens=raa/bbr/21300000012876,https://sv.wikipedia.org/wiki/Tingshuset_i_Nyköping,www.kringla.nu
sv,Wikipedia:Bybrunnen/Arkiv/2011/Maj,http://www.kringla.nu/kringla/,https://sv.wikipedia.org/wiki/Wikipedia:Bybrunnen/Arkiv/2011/Maj,www.kringla.nu
sv,Valdemarsviks kyrka,http://www.kringla.nu/kringla/objekt;jsessionid=09341C9FC093858E34D5019362940C80?text=valdemarsviks+socken&referens=raa/bbr/21300000004198,https://sv.wikipedia.org/wiki/Valdemarsviks_kyrka,www.kringla.nu
sv,Karl XII-huset,http://www.kringla.nu/kringla/objekt;jsessionid=AE63AAB3DF5941D03D56FF7C6735C654?referens=raa/bbr/21300000014665,https://sv.wikipedia.org/wiki/Karl_XII-huset,www.kringla.nu
sv,Sjösås gamla kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Sj%C3%B6s%C3%A5s+gamla+kyrka&referens=raa/kmb/16000200080448,https://sv.wikipedia.org/wiki/Sjösås_gamla_kyrka,www.kringla.nu
sv,Komötet,http://www.kringla.nu/kringla/objekt;jsessionid=60A8F486E02026DE8D7DE630A4247308?referens=shm/media/182525,https://sv.wikipedia.org/wiki/Komötet,www.kringla.nu
sv,Seitakivi,http://www.kringla.nu/kringla/objekt?referens=raa/fmi/10018800070001,https://sv.wikipedia.org/wiki/Seitakivi,www.kringla.nu
sv,Backaryds kyrka,http://www.kringla.nu/kringla/objekt?text=BACKARYDS+KYRKA&sokFlik=1&referens=raa/bbr/21400000441442,https://sv.wikipedia.org/wiki/Backaryds_kyrka,www.kringla.nu
sv,Einar Forseth,http://www.kringla.nu/kringla/objekt;jsessionid=4137C714DBB5DFF6BCBB89A5CEFF034D?referens=raa/bbr/21400000720263&flik=0&teknisk=j,https://sv.wikipedia.org/wiki/Einar_Forseth,www.kringla.nu
sv,Hassleskatten,http://www.kringla.nu/kringla/objekt?referens=shm/media/34485,https://sv.wikipedia.org/wiki/Hassleskatten,www.kringla.nu
sv,Johan Kinnerus,http://www.kringla.nu/kringla/,https://sv.wikipedia.org/wiki/Johan_Kinnerus,www.kringla.nu
sv,Vankiva kyrka,http://www.kringla.nu/kringla/objekt?referens=shm/art/900517F3,https://sv.wikipedia.org/wiki/Vankiva_kyrka,www.kringla.nu
sv,Bureå kyrka,http://www.kringla.nu/kringla/objekt;jsessionid=D929BC90D6B54814319E00C32B179F6F?referens=raa/bbr/21300000003123,https://sv.wikipedia.org/wiki/Bureå_kyrka,www.kringla.nu
sv,Vederslövs gamla kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Vedersl%C3%B6vs+gamla+kyrka&referens=raa/kmb/16000200080448,https://sv.wikipedia.org/wiki/Vederslövs_gamla_kyrka,www.kringla.nu
sv,Persnäs fattighus,http://www.kringla.nu/kringla/objekt;jsessionid=EB51BD6D3538C24EE28876B15DDD60BD?referens=raa/bbr/21300000012353,https://sv.wikipedia.org/wiki/Persnäs_fattighus,www.kringla.nu
sv,Nottebäcks kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Notteb%C3%A4cks++kyrka&referens=raa/kmb/16000200080448,https://sv.wikipedia.org/wiki/Nottebäcks_kyrka,www.kringla.nu
sv,Hälleberga kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=H%C3%A4lleberga+kyrka&referens=raa/kmb/16000200080448,https://sv.wikipedia.org/wiki/Hälleberga_kyrka,www.kringla.nu
sv,Vessige kyrka,http://www.kringla.nu/kringla/objekt;jsessionid=908DF75195DBD942C1989B90BD0FAD1D?referens=raa/bbr/21300000018543,https://sv.wikipedia.org/wiki/Vessige_kyrka,www.kringla.nu
sv,Viks slott,http://www.kringla.nu/kringla/objekt;jsessionid=6D2A22A19B11D454E6A86DA6C526472E?referens=raa/bbr/21300000013259&flik=1,https://sv.wikipedia.org/wiki/Viks_slott,www.kringla.nu
sv,"Sankta Maria kapell, Hälsingland",http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000010996,"https://sv.wikipedia.org/wiki/Sankta_Maria_kapell,_Hälsingland",www.kringla.nu
sv,Stockaryds kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Stockaryds+kyrka&referens=raa/kmb/16000200080448,https://sv.wikipedia.org/wiki/Stockaryds_kyrka,www.kringla.nu
sv,Karlskrona rådhus,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000696768,https://sv.wikipedia.org/wiki/Karlskrona_rådhus,www.kringla.nu
sv,Saxemara kyrka,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000003555,https://sv.wikipedia.org/wiki/Saxemara_kyrka,www.kringla.nu
sv,Holmentornet,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000014725,https://sv.wikipedia.org/wiki/Holmentornet,www.kringla.nu
sv,Gällinge kyrka,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000005042&flik=0,https://sv.wikipedia.org/wiki/Gällinge_kyrka,www.kringla.nu
sv,Trönninge kyrka,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000002146&flik=0,https://sv.wikipedia.org/wiki/Trönninge_kyrka,www.kringla.nu
sv,Janne Feldt,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000440285,https://sv.wikipedia.org/wiki/Janne_Feldt,www.kringla.nu
sv,Slöinge kyrka,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000018428&flik=0,https://sv.wikipedia.org/wiki/Slöinge_kyrka,www.kringla.nu
sv,Torshälla rådhus,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000697448,https://sv.wikipedia.org/wiki/Torshälla_rådhus,www.kringla.nu
sv,"Diskussion:Gustavsborg, Stockholm",http://www.kringla.nu/kringla/objekt;jsessionid=A13B73CDC304DAFD60695DD836B85619?referens=raa/bbr/21300000010168,"https://sv.wikipedia.org/wiki/Diskussion:Gustavsborg,_Stockholm",www.kringla.nu
sv,Jäts gamla kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=J%C3%A4ts+gamla+kyrka&referens=raa/kmb/16000200080448,https://sv.wikipedia.org/wiki/Jäts_gamla_kyrka,www.kringla.nu
sv,Leksbergs kyrka,http://www.kringla.nu/kringla/objekt;jsessionid=7849E9CFF6EECD1FC3B8CD958DE92920?referens=raa/bbr/21400000443535,https://sv.wikipedia.org/wiki/Leksbergs_kyrka,www.kringla.nu
sv,Tage Hedqvist,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000696993,https://sv.wikipedia.org/wiki/Tage_Hedqvist,www.kringla.nu
sv,Ramkvilla kyrka,http://www.kringla.nu/kringla/sok?text=Ramkvilla++kyrka&referens=raa/kmb/16000200080448,https://sv.wikipedia.org/wiki/Ramkvilla_kyrka,www.kringla.nu
sv,"Sankt Nicolai kyrka, Arboga","http://www.kringla.nu/kringla/sok?text=Sankt+Nicolai++kyrka,+Arboga","https://sv.wikipedia.org/wiki/Sankt_Nicolai_kyrka,_Arboga",www.kringla.nu
sv,Användare:Averater,http://www.kringla.nu/,https://sv.wikipedia.org/wiki/Användare:Averater,www.kringla.nu
sv,Arby kyrka,http://www.kringla.nu/kringla/objekt?text=Arby+kyrka&sida=5&referens=raa/kmb/16000200067989,https://sv.wikipedia.org/wiki/Arby_kyrka,www.kringla.nu
sv,Lejonvraket,http://www.kringla.nu/kringla/objekt?referens=raa/fmi/18000000058980,https://sv.wikipedia.org/wiki/Lejonvraket,www.kringla.nu
sv,Atelier Jaeger,http://www.kringla.nu/kringla/objekt?referens=VGM/media/VGM_F250,https://sv.wikipedia.org/wiki/Atelier_Jaeger,www.kringla.nu
sv,Användare:Sniper Zeta/sökning,http://www.kringla.nu/kringla/,https://sv.wikipedia.org/wiki/Användare:Sniper_Zeta/sökning,www.kringla.nu
sv,Gamla bankhuset,http://www.kringla.nu/kringla/objekt;jsessionid=9DA2CF186646A09807E1405BB8F63937?referens=raa/bbr/21400000585951&flik=1,https://sv.wikipedia.org/wiki/Gamla_bankhuset,www.kringla.nu
sv,Länsresidenset i Falun,http://www.kringla.nu/kringla/objekt;jsessionid=923A490D3EA36049A8EA0CEF9DF4D598?referens=raa/bbr/21400000357640&flik=0,https://sv.wikipedia.org/wiki/Länsresidenset_i_Falun,www.kringla.nu
sv,Slaget vid Visby,http://www.kringla.nu/kringla/objekt?referens=raa/fmi/10097600700002,https://sv.wikipedia.org/wiki/Slaget_vid_Visby,www.kringla.nu
sv,Bäve kyrka,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000443346,https://sv.wikipedia.org/wiki/Bäve_kyrka,www.kringla.nu
sv,"Sankt Gabriels katolska kyrka, Uddevalla",http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000443354,"https://sv.wikipedia.org/wiki/Sankt_Gabriels_katolska_kyrka,_Uddevalla",www.kringla.nu
sv,Sannäs kapell,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21000001803241,https://sv.wikipedia.org/wiki/Sannäs_kapell,www.kringla.nu
sv,Onkel Adamsgården,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000008159,https://sv.wikipedia.org/wiki/Onkel_Adamsgården,www.kringla.nu
sv,Hallingebergs kyrka,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000003485&extern=platsr,https://sv.wikipedia.org/wiki/Hallingebergs_kyrka,www.kringla.nu
sv,Ekenstugan,http://www.kringla.nu/kringla/objekt;jsessionid=848EBAB7BF59038CFAA1E29D225015FE?referens=raa/bbr/21300000014856,https://sv.wikipedia.org/wiki/Ekenstugan,www.kringla.nu
sv,Kristian Lundstedt,http://www.kringla.nu/kringla/objekt;jsessionid=E3AC19C3B7A71F8801FF237D23E0679A?filter=provinceName%3Dbohusl%C3%A4n&referens=raa/bbr/21400000200819,https://sv.wikipedia.org/wiki/Kristian_Lundstedt,www.kringla.nu
sv,Kalmar domkyrka,http://www.kringla.nu/kringla/sok?text=Kalmar+domkyrka+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj&sida=1,https://sv.wikipedia.org/wiki/Kalmar_domkyrka,www.kringla.nu
sv,Spinning (textil),http://www.kringla.nu/kringla/sok?text=sl%C3%A4ndtrissa&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Spinning_(textil),www.kringla.nu
sv,Göteryds kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=G%C3%B6teryds++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Göteryds_kyrka,www.kringla.nu
sv,Väckelsångs kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=V%C3%A4ckels%C3%A5ngs++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Väckelsångs_kyrka,www.kringla.nu
sv,Södra Solberga kyrka,http://www.kringla.nu/kringla/sok?text=S%C3%B6dra+Solberga++kyrka&referens=raa/kmb/16000200080448https://dub122.mail.live.com/default.aspx?id%3D64855&sida=1,https://sv.wikipedia.org/wiki/Södra_Solberga_kyrka,www.kringla.nu
sv,Mönsterås kyrka,http://www.kringla.nu/kringla/sok?text=M%C3%B6nster%C3%A5s+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj&sida=1,https://sv.wikipedia.org/wiki/Mönsterås_kyrka,www.kringla.nu
sv,Mönsterås kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=M%C3%B6nster%C3%A5s++kyrka&referens=raa/kmb/16000200080448https://dub122.mail.live.com/default.aspx?id%3D64855,https://sv.wikipedia.org/wiki/Mönsterås_kyrka,www.kringla.nu
sv,Listerby kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Listerby++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Listerby_kyrka,www.kringla.nu
sv,Söderåkra kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=S%C3%B6der%C3%A5kra++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Söderåkra_kyrka,www.kringla.nu
sv,Hogstads kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Hogstads+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Hogstads_kyrka,www.kringla.nu
sv,Skirö kyrka,http://www.kringla.nu/kringla/sok?text=Skir%C3%B6+kyrka&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Skirö_kyrka,www.kringla.nu
sv,Myresjö gamla kyrka,http://www.kringla.nu/kringla/sok?text=Myresj%C3%B6+kyrka&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Myresjö_gamla_kyrka,www.kringla.nu
sv,Härlövs kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=H%C3%A4rl%C3%B6vs+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Härlövs_kyrka,www.kringla.nu
sv,"Örs kyrka, Småland",http://www.kringla.nu/kringla/objekt?text=%C3%96rs+kyrka&filter=thumbnailExists%3Dj&referens=raa/kmb/16000200092194,"https://sv.wikipedia.org/wiki/Örs_kyrka,_Småland",www.kringla.nu
sv,Slaka socken,http://kringla.nu/kringla/sok?text=slaka&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Slaka_socken,kringla.nu
sv,Åby kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=%C3%85by+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Åby_kyrka,www.kringla.nu
sv,Vittaryds kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Vittaryds+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Vittaryds_kyrka,www.kringla.nu
