Språk,Wikipedia-sida,Extern länk,Wikipedia-länk,Domän,lang_code,lang_name,domain,wiki,year,legacy_dspace,status,error,elapsed,is_broken,failure_type
da,Johann Wilhelm Schirmer,http://kulturnav.org/language/en/609eac51-ed50-4576-984e-c3ee5f2a70e0,https://da.wikipedia.org/wiki/Johann_Wilhelm_Schirmer,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.19335,True,hard_404
da,Nicolas-Henri Jardin,http://kulturnav.org/language/en/b4743615-1282-43df-a145-aabeed58e2ba,https://da.wikipedia.org/wiki/Nicolas-Henri_Jardin,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.173004,True,hard_404
da,Piero di Cosimo,http://kulturnav.org/language/en/fae84688-454d-4291-9529-2c7173447fbe,https://da.wikipedia.org/wiki/Piero_di_Cosimo,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.186885,True,hard_404
da,Dieter Rams,http://kulturnav.org/language/en/dda4b0e8-e1f8-4427-aa22-b0e607a95c97,https://da.wikipedia.org/wiki/Dieter_Rams,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.207267,True,hard_404
da,Utagawa Kuniyoshi,http://kulturnav.org/language/en/dee8798f-4e74-493e-b95c-4dcd0d14d9d2,https://da.wikipedia.org/wiki/Utagawa_Kuniyoshi,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.167946,True,hard_404
da,Peder Moos,http://kulturnav.org/language/en/ba9f7813-3fa6-4582-b3ea-1e1f0e8580b2,https://da.wikipedia.org/wiki/Peder_Moos,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.159707,True,hard_404
da,Poul Kjærholm,http://kulturnav.org/language/en/82660be6-3b5a-4887-86c3-5becf788a1ef,https://da.wikipedia.org/wiki/Poul_Kjærholm,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.183145,True,hard_404
da,Giovanni Battista Gaulli,http://kulturnav.org/language/en/be3880a7-4311-450c-bc2f-e1345d7ae549,https://da.wikipedia.org/wiki/Giovanni_Battista_Gaulli,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.179182,True,hard_404
da,Hvalfanger (skib),http://kulturnav.org/language/en/d8d0961f-70d6-4db1-a768-982be250f82b,https://da.wikipedia.org/wiki/Hvalfanger_(skib),kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.181824,True,hard_404
da,Wilhelm Peters (billedkunstner),http://kulturnav.org/language/en/c8b45491-2cbc-4c24-acfb-11c04d1a6d95,https://da.wikipedia.org/wiki/Wilhelm_Peters_(billedkunstner),kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.175201,True,hard_404
da,Sune Jonsson,http://kulturnav.org/language/en/da396a68-5c63-41c8-a07b-d8ab3d369336,https://da.wikipedia.org/wiki/Sune_Jonsson,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.179377,True,hard_404
da,Benny Bendixen,http://kulturnav.org/language/en/45264e9a-522d-4bd1-960c-b9012cb21133,https://da.wikipedia.org/wiki/Benny_Bendixen,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.209679,True,hard_404
da,Sven Hedin,http://kulturnav.org/language/en/ac5daabb-66c1-4c6b-9bb0-6dcb0a9d981b,https://da.wikipedia.org/wiki/Sven_Hedin,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.173173,True,hard_404
da,Odd Nerdrum,http://kulturnav.org/language/en/de05ad82-395d-477a-a66d-b2cf50261905,https://da.wikipedia.org/wiki/Odd_Nerdrum,kulturnav.org,da,dansk,kulturnav.org,,1905,False,404.0,,0.182908,True,hard_404
da,Amaldus Nielsen,http://kulturnav.org/language/en/50586763-f130-495b-97c1-774ab53dd372,https://da.wikipedia.org/wiki/Amaldus_Nielsen,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.185963,True,hard_404
da,Bård Breivik,http://kulturnav.org/language/en/7b0f8af2-6730-43e0-873c-42cdc3658536,https://da.wikipedia.org/wiki/Bård_Breivik,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.182242,True,hard_404
da,Reidar Aulie,http://kulturnav.org/language/en/524bb633-e7c4-45b5-b779-aaa6806fce8c,https://da.wikipedia.org/wiki/Reidar_Aulie,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.187058,True,hard_404
da,Jens Bjørneboe,http://kulturnav.org/language/en/b0186149-49d0-435e-93d7-eba9cf5578b2,https://da.wikipedia.org/wiki/Jens_Bjørneboe,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.184106,True,hard_404
da,Ragnvald Blix,http://kulturnav.org/language/en/bdf99530-7c92-429e-8e7f-7377509932d8,https://da.wikipedia.org/wiki/Ragnvald_Blix,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.176887,True,hard_404
da,Peder Aadness,http://kulturnav.org/language/en/b3d0b95b-a3d9-4b09-9431-d7607ee220f2,https://da.wikipedia.org/wiki/Peder_Aadness,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.18338,True,hard_404
da,Cora Sandel,http://kulturnav.org/language/en/baaaa591-2598-4750-8d2a-ad61f8f8384c,https://da.wikipedia.org/wiki/Cora_Sandel,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.165724,True,hard_404
da,Johan Daniel Berlin,http://kulturnav.org/language/en/70b4240e-0fe0-4119-bfc7-6a701f519608,https://da.wikipedia.org/wiki/Johan_Daniel_Berlin,kulturnav.org,da,dansk,kulturnav.org,,1960,False,404.0,,0.179218,True,hard_404
da,Jacob Munch,http://kulturnav.org/language/en/b96f735b-a8d9-4e47-87e6-f5f5c92de2d2,https://da.wikipedia.org/wiki/Jacob_Munch,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.182958,True,hard_404
da,Håkon Mjelva,http://kulturnav.org/language/en/3a7d5a2d-c320-4465-9f05-fb7172a424a5,https://da.wikipedia.org/wiki/Håkon_Mjelva,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.195792,True,hard_404
da,Brynjulf Bergslien,http://kulturnav.org/language/en/90b91b58-7ccc-4fc7-9add-2516d2dbca69,https://da.wikipedia.org/wiki/Brynjulf_Bergslien,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.179502,True,hard_404
da,Emil Hildebrand,http://kulturnav.org/language/en/dad0a187-3aab-4746-88a4-163d6a28fa12,https://da.wikipedia.org/wiki/Emil_Hildebrand,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.171261,True,hard_404
da,A.W. Sandberg,http://kulturnav.org/language/en/b3b789f2-e7bf-4f67-a672-8f44ff265e98,https://da.wikipedia.org/wiki/A.W._Sandberg,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.18043,True,hard_404
da,Gustaf von Düben,http://kulturnav.org/language/en/a32e33b4-0d4f-4332-8b70-45521bbc67e4,https://da.wikipedia.org/wiki/Gustaf_von_Düben,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.184648,True,hard_404
da,August Strindberg,http://kulturnav.org/language/en/291ad5e4-1169-4f50-8fb3-6a82308c4ff6,https://da.wikipedia.org/wiki/August_Strindberg,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.184866,True,hard_404
da,Christian H. Grosch,http://kulturnav.org/language/en/92d2e2cf-ec1e-4d68-a05b-37627fbbb7d6,https://da.wikipedia.org/wiki/Christian_H._Grosch,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.178909,True,hard_404
da,Carl Berner (arkitekt),http://kulturnav.org/language/en/8c9cfc76-152e-4060-b716-6696b45ae61f,https://da.wikipedia.org/wiki/Carl_Berner_(arkitekt),kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.180525,True,hard_404
da,Paul René Gauguin,http://kulturnav.org/language/en/881832ef-5442-4c5a-aaf8-7ce65345097d,https://da.wikipedia.org/wiki/Paul_René_Gauguin,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.173156,True,hard_404
da,Christian Christie,http://kulturnav.org/language/en/1a08c966-30f2-41f5-a3c5-258d1bdadf21,https://da.wikipedia.org/wiki/Christian_Christie,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.166945,True,hard_404
da,Arnulf Øverland,http://kulturnav.org/language/en/86ed47c3-a7e1-4956-a292-04f5bc6686c4,https://da.wikipedia.org/wiki/Arnulf_Øverland,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.175499,True,hard_404
da,Knut Steen,http://kulturnav.org/language/en/965b3cd0-d026-43f9-9d1d-fbcaf779cdba,https://da.wikipedia.org/wiki/Knut_Steen,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.184789,True,hard_404
da,Heinrich Ernst Schirmer,http://kulturnav.org/language/en/be18852e-915a-4ba0-99b4-5577e0927bc0,https://da.wikipedia.org/wiki/Heinrich_Ernst_Schirmer,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.177071,True,hard_404
da,Franz Wilhelm Schiertz,http://kulturnav.org/language/en/36537600-7c6e-48bb-a8e0-d306e361d15e,https://da.wikipedia.org/wiki/Franz_Wilhelm_Schiertz,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.205646,True,hard_404
da,Edvard Munch,http://kulturnav.org/language/en/fad5b908-b64d-4feb-ac06-c175ea1f5128,https://da.wikipedia.org/wiki/Edvard_Munch,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.174814,True,hard_404
da,Henrik Wergeland,http://kulturnav.org/language/en/136d712a-d1b9-47e4-80f5-8799dbb17530,https://da.wikipedia.org/wiki/Henrik_Wergeland,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.182596,True,hard_404
da,Peter Andreas Blix,http://kulturnav.org/language/en/a058d636-68c9-409b-a108-ca8648c53c7d,https://da.wikipedia.org/wiki/Peter_Andreas_Blix,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.181291,True,hard_404
da,Frederik Due,http://kulturnav.org/language/en/2fdec406-c48e-4dd8-9037-3dbe40081b56,https://da.wikipedia.org/wiki/Frederik_Due,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.182099,True,hard_404
da,Stephan Sinding,http://kulturnav.org/language/en/0e6a90c3-d1c0-4e1c-aa86-5785696f8ecd,https://da.wikipedia.org/wiki/Stephan_Sinding,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.180676,True,hard_404
da,Gudolf Blakstad,http://kulturnav.org/language/en/cb14a6d8-caca-4187-b1b2-528a07d0acc2,https://da.wikipedia.org/wiki/Gudolf_Blakstad,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.184333,True,hard_404
da,Erling Viksjø,http://kulturnav.org/language/en/89e050f8-9fd1-42d8-96f0-a97cae787b53,https://da.wikipedia.org/wiki/Erling_Viksjø,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.175384,True,hard_404
da,Gudmund Hoel,http://kulturnav.org/language/en/1cfa57ef-0acc-4f2d-8ced-9d4af5da145d,https://da.wikipedia.org/wiki/Gudmund_Hoel,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.176558,True,hard_404
da,Lars Korvald,http://kulturnav.org/language/en/e275e89a-4533-42aa-80ee-6d61900d4195,https://da.wikipedia.org/wiki/Lars_Korvald,kulturnav.org,da,dansk,kulturnav.org,,1900,False,404.0,,0.172858,True,hard_404
da,Amund Helland,http://kulturnav.org/language/en/399b57e4-b036-4301-b23a-9f7d5a6bd629,https://da.wikipedia.org/wiki/Amund_Helland,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.185839,True,hard_404
da,Gustav Lærum,http://kulturnav.org/language/en/243b70d2-e3d2-477c-8b07-94c77d0e371e,https://da.wikipedia.org/wiki/Gustav_Lærum,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.196089,True,hard_404
da,Carle Vernet,http://kulturnav.org/language/en/f6e5cf4e-01ff-460f-a29a-0d2aa141f2a9,https://da.wikipedia.org/wiki/Carle_Vernet,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.178228,True,hard_404
da,Alessandro Magnasco,http://kulturnav.org/language/en/f9eb84cf-673c-4d05-b097-0a9597df142d,https://da.wikipedia.org/wiki/Alessandro_Magnasco,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.193566,True,hard_404
da,Carl Julius Lorck,http://kulturnav.org/language/en/ee64ed39-ff70-4e5d-a359-ccca28f17fee,https://da.wikipedia.org/wiki/Carl_Julius_Lorck,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.185294,True,hard_404
da,Georg Andreas Bull,http://kulturnav.org/language/en/7f8038bc-4e74-46c8-8202-b09c50789fc7,https://da.wikipedia.org/wiki/Georg_Andreas_Bull,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.170873,True,hard_404
da,Lambert van Haven,http://kulturnav.org/language/en/599bfc5b-92a2-4a8a-a737-4b21da3ed5a8,https://da.wikipedia.org/wiki/Lambert_van_Haven,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.183333,True,hard_404
da,Lars Hertervig,http://kulturnav.org/language/en/5601e833-c8ac-4134-b497-80a2a74e064b,https://da.wikipedia.org/wiki/Lars_Hertervig,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.184575,True,hard_404
da,Johan Conrad Ernst,http://kulturnav.org/language/en/2ff30db7-1c29-4d37-a1eb-ce414c250a22,https://da.wikipedia.org/wiki/Johan_Conrad_Ernst,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.176642,True,hard_404
da,Thorbjørn Egner,http://kulturnav.org/language/en/737f48c0-87d6-4669-8d1f-9abb6212afe9,https://da.wikipedia.org/wiki/Thorbjørn_Egner,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.186026,True,hard_404
da,Johan Caspar de Cicignon,http://kulturnav.org/language/en/e64a3331-78df-451d-894c-e5779583e7cd,https://da.wikipedia.org/wiki/Johan_Caspar_de_Cicignon,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.178759,True,hard_404
da,Baltazar Mathias Keilhau,http://kulturnav.org/language/en/1fe5f383-33de-4338-99e9-3daee4e28c4d,https://da.wikipedia.org/wiki/Baltazar_Mathias_Keilhau,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.181091,True,hard_404
da,Louis Moe,http://kulturnav.org/language/en/59dc96f9-b338-44c7-a2c4-9622ac5afbcd,https://da.wikipedia.org/wiki/Louis_Moe,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.177761,True,hard_404
da,Asta Nørregaard,http://kulturnav.org/language/en/7e44810c-4c6e-475a-a149-68aa221d9dca,https://da.wikipedia.org/wiki/Asta_Nørregaard,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.199555,True,hard_404
da,Victor Sparre,http://kulturnav.org/language/en/69c0dc66-5303-43cc-b000-4735663b1f86,https://da.wikipedia.org/wiki/Victor_Sparre,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.19882,True,hard_404
da,Vivian Zahl Olsen,http://kulturnav.org/language/en/83f1145e-73dd-40e3-911c-fbbe4a8bc429,https://da.wikipedia.org/wiki/Vivian_Zahl_Olsen,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.187988,True,hard_404
da,Gudmund Stenersen,http://kulturnav.org/language/en/65633d04-d867-4b26-bbac-5598019c5938,https://da.wikipedia.org/wiki/Gudmund_Stenersen,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.191989,True,hard_404
da,Kronan,http://kulturnav.org/language/en/53e12e56-3bf2-47b7-bd7c-0aae8d4ed75d,https://da.wikipedia.org/wiki/Kronan,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.184064,True,hard_404
da,Arnstein Arneberg,http://kulturnav.org/language/en/60a66281-cca1-4a2f-8872-5cf89337c0ff,https://da.wikipedia.org/wiki/Arnstein_Arneberg,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.175508,True,hard_404
da,Ole Peter Hansen Balling,http://kulturnav.org/language/en/c1be3918-23a6-43c2-9b5c-af2a900a9b5b,https://da.wikipedia.org/wiki/Ole_Peter_Hansen_Balling,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.190961,True,hard_404
da,Henrik Mohn,http://kulturnav.org/language/en/35014284-73e1-47b9-b0b5-a77b4ec4c091,https://da.wikipedia.org/wiki/Henrik_Mohn,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.176774,True,hard_404
da,Johan Görbitz,http://kulturnav.org/language/en/9eb5dad5-3b82-4d1c-8774-e5bbc864ed0d,https://da.wikipedia.org/wiki/Johan_Görbitz,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.227889,True,hard_404
da,Hans von Linstow,http://kulturnav.org/language/en/2e6e5337-0bd1-4744-a7ec-800476db76d4,https://da.wikipedia.org/wiki/Hans_von_Linstow,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.187129,True,hard_404
da,Kitty Kielland,http://kulturnav.org/language/en/07d54cb8-60f5-4aa3-962a-dd665bad9daf,https://da.wikipedia.org/wiki/Kitty_Kielland,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.193769,True,hard_404
da,Thorvald Astrup,http://kulturnav.org/language/en/331fef5d-765e-44c7-801b-c936c0f0ade3,https://da.wikipedia.org/wiki/Thorvald_Astrup,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.190451,True,hard_404
da,Gustav Adolph Lammers,http://kulturnav.org/language/en/971284bf-702f-4c52-98a7-00fe0a4e2c5a,https://da.wikipedia.org/wiki/Gustav_Adolph_Lammers,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.176549,True,hard_404
da,Gunnar Utsond,http://kulturnav.org/language/en/4481546d-1dae-4e0c-a65d-a40227281c44,https://da.wikipedia.org/wiki/Gunnar_Utsond,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.235274,True,hard_404
da,Baldassare Franceschini,http://kulturnav.org/language/en/137293ff-bfb5-43fb-805e-2d39d711af0a,https://da.wikipedia.org/wiki/Baldassare_Franceschini,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.181292,True,hard_404
da,I.W. Tegner (litograf),http://kulturnav.org/language/en/8a95220f-d18b-4fe6-b023-5623909d0757,https://da.wikipedia.org/wiki/I.W._Tegner_(litograf),kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.216474,True,hard_404
da,Hans Arbien,http://kulturnav.org/language/en/c5f6d59c-6dfd-4523-81c4-e0672e08eaf9,https://da.wikipedia.org/wiki/Hans_Arbien,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.175559,True,hard_404
da,Tupsy Clement,http://kulturnav.org/language/en/b62519fc-d9ec-4d76-a1be-c10dc7495034,https://da.wikipedia.org/wiki/Tupsy_Clement,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.179995,True,hard_404
da,Akseli Gallen-Kallela,http://kulturnav.org/language/en/05592038-b220-4690-a4b0-2fca0d8e7eab,https://da.wikipedia.org/wiki/Akseli_Gallen-Kallela,kulturnav.org,da,dansk,kulturnav.org,,2038,False,404.0,,0.182993,True,hard_404
da,Kanonbåd,http://kulturnav.org/language/en/338f0317-1e25-4e32-8528-b691ee24c755,https://da.wikipedia.org/wiki/Kanonbåd,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.195062,True,hard_404
da,Magnus von Wright,http://kulturnav.org/language/en/9a7dc32c-740c-432a-a3cd-6fe49c941e48,https://da.wikipedia.org/wiki/Magnus_von_Wright,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.188138,True,hard_404
da,Wilhelm von Gegerfelt,http://kulturnav.org/language/en/f1f39e4a-48cc-46ac-945f-f06996903c55,https://da.wikipedia.org/wiki/Wilhelm_von_Gegerfelt,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.181757,True,hard_404
da,Wilhelm von Wright,http://kulturnav.org/language/en/6eb2694e-ba12-4b4d-9ea6-89c3fa55960a,https://da.wikipedia.org/wiki/Wilhelm_von_Wright,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.187996,True,hard_404
da,Ole Sverre,http://kulturnav.org/language/en/3089e866-9a46-46f3-b08b-9dc484a2bd03,https://da.wikipedia.org/wiki/Ole_Sverre,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.184971,True,hard_404
da,Bernhard von Beskow,http://kulturnav.org/language/en/f1f418be-de70-4ac4-bcec-982d74a5f7e1,https://da.wikipedia.org/wiki/Bernhard_von_Beskow,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.168248,True,hard_404
da,Ola Abrahamsson,http://kulturnav.org/language/en/18e4c161-1491-4671-bda8-6ed36b8b58f7,https://da.wikipedia.org/wiki/Ola_Abrahamsson,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.19379,True,hard_404
da,Charles Stanley,http://kulturnav.org/language/en/beccf9d9-8912-4996-9103-5c297156ebae,https://da.wikipedia.org/wiki/Charles_Stanley,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.182349,True,hard_404
da,Eivind Nielsen,http://kulturnav.org/language/en/4e422916-99eb-4032-b816-1208d9989bb8,https://da.wikipedia.org/wiki/Eivind_Nielsen,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.187339,True,hard_404
da,Jacob Sømme,http://kulturnav.org/language/en/699fa8af-dcf7-459c-ac27-5ae665c9e4df,https://da.wikipedia.org/wiki/Jacob_Sømme,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.180959,True,hard_404
da,Heinrich Meldahl,http://kulturnav.org/language/en/5abee0c6-2de8-4279-9898-2e173b0fdfc5,https://da.wikipedia.org/wiki/Heinrich_Meldahl,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.179286,True,hard_404
da,Adolf Schirmer,http://kulturnav.org/language/en/72265e27-6e1e-43e0-9e34-a6e90db6df63,https://da.wikipedia.org/wiki/Adolf_Schirmer,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.19648,True,hard_404
da,Herman Major Schirmer,http://kulturnav.org/language/en/9e0e0615-c7d6-4e27-a974-e10829cecdf3,https://da.wikipedia.org/wiki/Herman_Major_Schirmer,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.173322,True,hard_404
da,Johan Ludvig Losting,http://kulturnav.org/language/en/0ff0135c-7663-4eaa-a724-84dee753116e,https://da.wikipedia.org/wiki/Johan_Ludvig_Losting,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.191519,True,hard_404
da,Hans van Steenwinckel den ældre,http://kulturnav.org/language/en/31bb2c8b-15e4-41dc-9ac7-fd11b8688481,https://da.wikipedia.org/wiki/Hans_van_Steenwinckel_den_ældre,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.188592,True,hard_404
da,Karl Konow,http://kulturnav.org/language/en/2fb0d7ca-3741-47a9-9669-35058fd3ed25,https://da.wikipedia.org/wiki/Karl_Konow,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.197422,True,hard_404
da,Sigmund Sinding,http://kulturnav.org/language/en/6f15016b-02fc-4fce-b5c1-b8de17be80ab,https://da.wikipedia.org/wiki/Sigmund_Sinding,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.1768,True,hard_404
da,Ludvig Eikaas,http://kulturnav.org/language/en/c0b0808e-0b5c-4ed4-8d7e-c8c88731e46a,https://da.wikipedia.org/wiki/Ludvig_Eikaas,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.178241,True,hard_404
da,Johannes Grenness,http://kulturnav.org/language/en/37ac3a41-d8d6-4d15-ae3e-8516f199ed39,https://da.wikipedia.org/wiki/Johannes_Grenness,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.174714,True,hard_404
da,Bernt Lund,http://kulturnav.org/language/en/fe287363-4ffb-4d18-8723-f40b0ecfa79e,https://da.wikipedia.org/wiki/Bernt_Lund,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.205086,True,hard_404
da,Henrik Lund (maler),http://kulturnav.org/language/en/fa4eb7c9-84c6-4a57-b2d8-c3b9d0ae45e5,https://da.wikipedia.org/wiki/Henrik_Lund_(maler),kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.179567,True,hard_404
da,Nils Gude,http://kulturnav.org/language/en/32d23537-39d4-4ed8-af23-17777fe83bb7,https://da.wikipedia.org/wiki/Nils_Gude,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.177698,True,hard_404
da,Paul Due,http://kulturnav.org/language/en/24ff6032-ef20-493f-8a6e-d3581876e019,https://da.wikipedia.org/wiki/Paul_Due,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.175545,True,hard_404
da,J.H. Nebelong,http://kulturnav.org/language/en/7e258869-f124-485e-a0a5-adffe3b83c63,https://da.wikipedia.org/wiki/J.H._Nebelong,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.173988,True,hard_404
da,Johan Sebastian Welhaven,http://kulturnav.org/language/en/9bbc656c-2702-439d-bfb9-cb417496c1c2,https://da.wikipedia.org/wiki/Johan_Sebastian_Welhaven,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.180854,True,hard_404
da,Georg Frederik von Krogh (1732-1818),http://kulturnav.org/language/en/6f98b593-ebd3-4c8b-8b8b-26daae8f56f5,https://da.wikipedia.org/wiki/Georg_Frederik_von_Krogh_(1732-1818),kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.175123,True,hard_404
da,Hans Jørgen Toming,http://kulturnav.org/language/en/2b2c4b11-0739-4e77-997b-9b6ab701b820,https://da.wikipedia.org/wiki/Hans_Jørgen_Toming,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.173113,True,hard_404
da,Harald Sund,http://kulturnav.org/language/en/ba1e2a98-586f-43dd-acf8-5b761180fd57,https://da.wikipedia.org/wiki/Harald_Sund,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.174908,True,hard_404
da,Mathias Skeibrok,http://kulturnav.org/language/en/2a5c8471-4cef-4ecf-8e3f-bdb08fedca14,https://da.wikipedia.org/wiki/Mathias_Skeibrok,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.181691,True,hard_404
da,Trygve Goa,http://kulturnav.org/language/en/c9d0be50-f9e1-492c-99db-ddcbad602ba5,https://da.wikipedia.org/wiki/Trygve_Goa,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.174285,True,hard_404
da,Kristian Kvakland,http://kulturnav.org/language/en/c92b2c9d-d177-4902-b2f1-69d7c459575b,https://da.wikipedia.org/wiki/Kristian_Kvakland,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.180254,True,hard_404
da,Henrik Bull,http://kulturnav.org/language/en/18f4a99c-9050-4244-9a5d-7068cf7bab27,https://da.wikipedia.org/wiki/Henrik_Bull,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.175048,True,hard_404
da,Erik Glosimodt,http://kulturnav.org/language/en/cab080e8-c58e-4f70-be55-1a374dea394f,https://da.wikipedia.org/wiki/Erik_Glosimodt,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.181672,True,hard_404
da,Jens Selmer,http://kulturnav.org/language/en/ddd455ab-287b-4366-b0b0-6f1cac595aa4,https://da.wikipedia.org/wiki/Jens_Selmer,kulturnav.org,da,dansk,kulturnav.org,,,False,404.0,,0.175537,True,hard_404
