"7034","Q1236697"
"7021","Q1236697"
"7016","Q10522742"
"7016","Q10556958"
"7030","Q10713585"
"7030","Q10713586"
"7019","Q10476995"
"7012","Q10708901"
"7013","Q10498050"
"7008","Q1742852"
"7008","Q10572931"
"7017","Q1411293"
"6994","Q10603789"
"6994","Q10508097"
"6874","Q10728386"
"6874","Q1742944"
"6875","Q18397326"
"6875","Q10511120"
"6875","Q10698213"
"6875","Q10406624"
"6875","Q10406622"
"6875","Q10671279"
"6875","Q10671270"
"6875","Q10684552"
"6875","Q10502306"
"6875","Q10601457"
"6892","Q10518617"
"6892","Q10433194"
"6892","Q10700257"
"6892","Q10682962"
"6892","Q10422199"
"6892","Q10706272"
"6892","Q10665450"
"6892","Q10534928"
"6892","Q10525323"
"6892","Q10561340"
"6892","Q10561339"
"6892","Q10553233"
"6892","Q10568485"
"6892","Q10572821"
"6892","Q10531800"
"6892","Q10707206"
"6879","Q10504556"
"6879","Q10432678"
"6879","Q10683681"
"6879","Q10437016"
"6879","Q18289956"
"6879","Q10487757"
"6879","Q10487756"
"6879","Q10698190"
"6879","Q10508861"
"6847","Q5731463"
"6847","Q10669660"
"6847","Q10648321"
"6847","Q10512697"
"6847","Q1742948"
"6847","Q18332460"
"6847","Q18332505"
"6847","Q10613436"
"6847","Q5731463"
"6847","Q10669660"
"6847","Q10648321"
"6847","Q10512697"
"6847","Q1742948"
"6847","Q18332460"
"6847","Q18332505"
"6847","Q10613436"
"6860","Q5731463"
"6860","Q10504951"
"6860","Q10717242"
"6860","Q10689168"
"6860","Q10727692"
"6861","Q10602474"
"6861","Q5731463"
"6861","Q10555205"
"6861","Q10701350"
"6861","Q10708060"
"6893","Q10527413"
"6893","Q17518538"
"6893","Q2302684"
"6893","Q10568304"
"6893","Q20168558"
"6893","Q10549243"
"6863","Q10479947"
"6863","Q10665084"
"6863","Q10602998"
"6863","Q10433211"
"6863","Q10509094"
"7066","Q1236653"
"7066","Q5793976"
"7066","Q10432005"
"7070","Q1236659"
"6891","Q10608173"
"6891","Q10661436"
"7044","Q10551928"
"7044","Q10436939"
"7044","Q10717332"
"7044","Q10671748"
"7044","Q10717372"
"7044","Q2012460"
"7044","Q18335246"
"7044","Q18331036"
"7044","Q10495520"
"7044","Q10493565"
"7044","Q10708193"
"7044","Q10682109"
"7044","Q10552125"
"7044","Q18290298"
"7044","Q10698170"
"7044","Q18333192"
"7044","Q10670017"
"7044","Q18332493"
"7044","Q10545654"
"7044","Q10499286"
"7044","Q10711727"
"7044","Q18290856"
"7044","Q10524738"
"7044","Q10727085"
"7044","Q10658915"
"7044","Q10658916"
"7044","Q10572516"
"7044","Q10521841"
"7044","Q10428576"
"7044","Q18335301"
"7044","Q10725774"
"7044","Q10701265"
"7044","Q10684737"
"7044","Q10669549"
"7044","Q10656112"
"7044","Q10593427"
"7044","Q10589551"
"7044","Q10586841"
"7044","Q10562031"
"7044","Q10542947"
"7044","Q10531975"
"7044","Q10568395"
"7044","Q18291577"
"7044","Q10541657"
"7044","Q10531401"
"7044","Q10509078"
"7044","Q10727380"
"7044","Q10712813"
"7044","Q10595052"
"7044","Q10569214"
"7044","Q10551560"
"7044","Q10531454"
"7044","Q10658640"
"7044","Q10553784"
"7071","Q1742873"
"6885","Q164289"
"6888","Q10716961"
"9228","Q1979608"
"6901","Q1736102"
"6999","Q10577778"
"6957","Q10656542"
"6957","Q10543587"
"6957","Q10723821"
"6957","Q10723822"
"6931","Q5593713"
"6931","Q359217"
"6896","Q5593713"
"6896","Q10586835"
"6896","Q10723771"
"6896","Q10502536"
"6896","Q10481770"
"6896","Q10593680"
"6896","Q10541679"
"6896","Q18291547"
"6896","Q10655467"
"6896","Q10419123"
"6896","Q10726771"
"6896","Q10531349"
"6896","Q10727285"
"6896","Q995525"
"6904","Q5593713"
"6904","Q972612"
"6910","Q5593713"
"6910","Q1257706"
"7056","Q10718686"
"7056","Q10673283"
"7056","Q10713972"
"6897","Q10509226"
"6897","Q10549242"
"6897","Q10681038"
"6905","Q10659411"
"6894","Q10717969"
"6894","Q940143"
"6949","Q10571208"
"6949","Q10700353"
"6949","Q10518089"
"6938","Q10661430"
"6947","Q10484418"
"6947","Q10661492"
"6947","Q10436978"
"6855","Q2036739"
"6876","Q1742915"
"6876","Q940840"
"6876","Q1678639"
"6876","Q1742972"
"6880","Q383294"
"6880","Q1742938"
"6880","Q185947"
"6880","Q1742861"
"6886","Q3497031"
"6866","Q1742951"
"6865","Q360572"
"6940","Q10542162"
"6940","Q10673103"
"6940","Q10532077"
"6850","Q10661354"
"6850","Q5487617"
"6911","Q1742882"
"6911","Q1742872"
"6911","Q1742848"
"6913","Q1604922"
"6913","Q1250411"
"6913","Q1742874"
"6913","Q1742968"
"6913","Q775520"
"6929","Q1742829"
"6929","Q1742835"
"6929","Q166592"
"6848","Q640779"
"6848","Q1742922"
"6848","Q1742947"
"6871","Q1477827"
"6877","Q1477827"
"6869","Q1133075"
"6870","Q1133075"
"6868","Q1540683"
"6872","Q1540683"
"6932","Q1036484"
"6930","Q10662198"
"6930","Q10542775"
"6930","Q10435069"
"6930","Q539165"
"6930","Q10593499"
"6928","Q10531787"
"6928","Q10531786"
"6928","Q2591057"
"6967","Q10717959"
"6967","Q10524968"
"6898","Q1785830"
"7042","Q10613648"
"7042","Q10588909"
"6906","Q1742931"
"6906","Q1742871"
"6906","Q1595124"
"6906","Q10426247"
"6977","Q10550418"
"7027","Q10524763"
"7005","Q10612978"
"6899","Q1742863"
"6899","Q1742898"
"6899","Q1394756"
"6899","Q1742886"
"6899","Q1742954"
"6899","Q1742857"
"6899","Q1742924"
"6899","Q1742973"
"6899","Q1742943"
"6899","Q120275"
"6899","Q1742890"
"6899","Q1639879"
"6899","Q1742974"
"6899","Q1742956"
"6899","Q1464292"
"6853","Q10668310"
"6853","Q10717112"
"6853","Q10531908"
"6857","Q10527324"
"6857","Q8228409"
"6857","Q10553242"
"6912","Q10552068"
"6912","Q10605266"
"6912","Q5588085"
"6920","Q10516440"
"6920","Q10479851"
"6920","Q10532511"
"6920","Q10518097"
"6919","Q10509833"
"6919","Q10438776"
"6919","Q10498157"
"6919","Q10712507"
"6852","Q10561362"
"6852","Q1500750"
"6852","Q10466523"
"6927","Q10479945"
"6915","Q10709803"
"6915","Q10479971"
"6915","Q10430906"
"6914","Q10494078"
"6914","Q18451330"
"6914","Q10406580"
"6917","Q10516833"
"6917","Q3012525"
"6917","Q18334521"
"6916","Q10411711"
"6916","Q10711932"
"6916","Q10727750"
"6916","Q10727746"
"6856","Q10499775"
"6856","Q10715085"
"6856","Q10671100"
"6856","Q10577554"
"6856","Q10611575"
"6856","Q10570715"
"6856","Q10670101"
"6846","Q10655530"
"6846","Q10505249"
"6846","Q10515880"
"6846","Q8085647"
"6846","Q7762382"
"6846","Q10546692"
"6846","Q10606808"
"6846","Q10602945"
"6846","Q10527344"
"6907","Q10511185"
"6907","Q10661170"
"6907","Q10475000"
"6907","Q10535443"
"6907","Q10432967"
"6907","Q10593490"
"6907","Q10717633"
"6958","Q10543808"
"6921","Q10550392"
"6921","Q18335008"
"6921","Q10572719"
"6921","Q10435866"
"6918","Q10480599"
"6918","Q10500788"
"6918","Q1742923"
"6918","Q10412954"
"6918","Q4682106"
"6922","Q10688379"
"6922","Q10524030"
"6924","Q10570023"
"6924","Q10671053"
"6939","Q10542841"
"6939","Q18331090"
"6939","Q10532155"
"6926","Q10550102"
"6926","Q10661341"
"6926","Q6370420"
"6926","Q10541769"
"6943","Q10728578"
"6943","Q10723835"
"6909","Q10568478"
"6909","Q10657096"
"6909","Q10654616"
"6909","Q10728178"
"6955","Q10688503"
"6955","Q18289380"
"6895","Q10718514"
"6895","Q10657090"
"6903","Q16503194"
"6903","Q10571911"
"6903","Q10658685"
"6903","Q6642330"
"6933","Q10576204"
"6933","Q10568868"
"6933","Q10527337"
"6925","Q10669915"
"6925","Q10658745"
"6925","Q10494285"
"6923","Q10658793"
"6923","Q10655397"
"7063","Q10432190"
"7063","Q10476440"
"6881","Q10424150"
"6881","Q5593713"
"6881","Q18289338"
"6881","Q10487775"
"6881","Q10706782"
"6881","Q10667824"
"6881","Q10499029"
"6881","Q10479893"
"6881","Q10524779"
"6881","Q10501350"
"6881","Q1800151"
"6881","Q10518488"
"6881","Q10420459"
"6881","Q10605423"
"6867","Q5593713"
"6867","Q10658908"
"6867","Q10497149"
"6867","Q10422363"
"6867","Q10572904"
"6867","Q10698955"
"6867","Q10682468"
"6867","Q6980699"
"6867","Q10700104"
"6867","Q10649049"
"6867","Q10541669"
"6867","Q10520036"
"6867","Q10423483"
"7052","Q10417119"
"6889","Q10541746"
"6889","Q10613558"
"6889","Q10700441"
"6889","Q10727849"
"6889","Q10726515"
"6889","Q10606604"
"6889","Q10516987"
"6889","Q10661258"
"6889","Q10532221"
"6889","Q10726763"
"6889","Q10613042"
"6889","Q10524019"
"6889","Q10712148"
"6884","Q10432757"
"6884","Q10677251"
"6884","Q10572960"
"6884","Q10438712"
"6884","Q10682228"
"6884","Q10520035"
"6998","Q1742908"
"7050","Q10496884"
"7049","Q10561940"
"7049","Q10701327"
"6854","Q10419895"
"6854","Q10683736"
"6854","Q10485080"
"6854","Q10684519"
"6854","Q10686391"
"6854","Q5908103"
"6854","Q10715206"
"6882","Q10681130"
"6882","Q10409325"
"6882","Q10667882"
"6882","Q10511095"
"6882","Q10700453"
"6851","Q10556732"
"6851","Q10474870"
"6851","Q10667798"
"6851","Q10726482"
"6851","Q10430415"
"6851","Q10501933"
"6851","Q10587191"
"6992","Q10512986"
"6992","Q10561883"
"6992","Q10727076"
"6992","Q10655530"
"6992","Q10505249"
"6992","Q10715869"
"6992","Q10707912"
"6992","Q10707845"
"6992","Q10589523"
"6992","Q10545427"
"6992","Q10526729"
"6992","Q10509838"
"6992","Q10480592"
"6992","Q10423673"
"6992","Q10406534"
"6992","Q10726591"
"6992","Q10571847"
"6992","Q10401442"
"6992","Q10608173"
"6992","Q10661436"
"6987","Q10501135"
"6964","Q515043"
"6973","Q10551600"
"6973","Q1795326"
"7067","Q10593599"
"7048","Q1742937"
"7006","Q10433725"
"6849","Q10683942"
"6849","Q5731463"
"6849","Q10711727"
"6849","Q10531291"
"6849","Q18290856"
"6849","Q10541952"
"6849","Q10581244"
"6849","Q10552003"
"6849","Q771691"
"7053","Q10541618"
"7068","Q2365475"
"6981","Q1236720"
"6936","Q10562916"
"6936","Q10684656"
"6948","Q10561857"
"6952","Q10728589"
"6952","Q10725726"
"6952","Q10725724"
"6900","Q1555501"
"6963","Q1742833"
"6960","Q1742843"
"7057","Q1536595"
"6988","Q10532421"
"6988","Q10718451"
"6988","Q10670377"
"6988","Q15616763"
"6988","Q10727185"
"6858","Q10426048"
"6858","Q10419783"
"6859","Q10727716"
"6859","Q1742977"
"7045","Q1236659"
