"19512826","Amiralitetskyrkan i Karlskrona : konsthistoriskt inventarum","1959","","Stockholm : Generalstabens litografiska anst","Anderson, William, 1879-1939","6931","Amiralitetskyrkan i Karlskrona"
"19512954","Bräkne härad och Listers härad","1941","","Stockholm : Generalstabens litografiska anstalt","Anderson, William, 1879-1939","6896","Bräkne härad och Listers härad"
"19512801","Fredrikskyrkan i Karlskrona","1946","","Stockholm : Generalstabens litografiska anstalt","Anderson, William, 1879-1939","6904","Fredrikskyrkan i Karlskrona"
"19512807","Trefaldighetskyrkan eller Tyska kyrkan i Karlskrona","1951","","Stockholm : Generalstabens litografiska anstalt","Anderson, William, 1879-1939","6910","Trefaldighetskyrkan eller Tyska kyrkan i Karlskrona"
"19512920","Venjans, Solleröns och Våmhus kyrkor : Mora tingslag, Dalarna","1989","['9171927794 (invalid)', '9171927786 (invalid)']","Stockholm : Almqvist & Wiksell International","Bergman, Mats, 1950-2000","7056","Venjans, Solleröns och Våmhus kyrkor"
"19512955","Falu stads kyrkor : konsthistoriskt inventarium","1941","","Stockholm : Generalstabens litografiska anstalt","Boëthius, Gerda, 1890-1961","6897","Falu stads kyrkor"
"19512802","Matteus kyrka i Stockholm : konsthistoriskt inventarium","1946","","Stockholm : Generalstabens litografiska anstalt (i distr.)","Bohrn, Erik, 1906-1993","6905","Matteus kyrka i Stockholm"
"19512795","Bromma kyrka och Västerledskyrkan i Stockholm : konsthistoriskt inventarium","1940","","Stockholm : Generalstabens litografiska anstalt","Brandel, Sven","6894","Bromma kyrka och Västerledskyrkan i Stockholm"
"19512841","Kyrkor i Bohuslän : Inlands södre härad : sydvästra delen : konsthistoriskt inventarium","1965","","Stockholm : Generalstabens litografiska anst","Dymlind, Margareta, 1934-","6949","Kyrkor i Bohuslän"
"19512959","Sölvesborgs kyrkor : konsthistoriskt inventarium","1962","","Stockholm : Generalstabens litografiska anst","Kindström, Lars-Göran, 1912-2005","6938","Sölvesborgs kyrkor"
"19512839","Brännkyrka, S. Sigfrids och Enskede kyrkor i Stockholm","1964","","Stockholm : Generalstabens litografiska anst","Lindqvist, Gunnar, 1929-","6947","Brännkyrka, S. Sigfrids och Enskede kyrkor i Stockholm"
"19512979","Hedvig Eleonora kyrka : konsthistoriskt inventarium / utarbetat av Efraim Lundmark","1920","","Stockholm","Lundmark, Efraim, 1885-1960","6855","Hedvig Eleonora kyrka"
"19512786","Kyrkor i Bro ting : konsthistoriskt inventarium","1929","","Stockholm","Lundmark, Efraim","6876","Kyrkor i Bro ting"
